Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Amenities: Healthcare Recreational,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/i_8_i-8_4_highly-desirable_house_available_in_i-8_4_for_sale-52910685-3444-1.html,"I-8/4, I-8",House,PKR13.95 Crore,6,14 Marla,For Sale,6,1 hour ago,"I-8, Islamabad, Islamabad Capital",House is available for sale in prime location of Islamabad i-8 6 bedrooms with attached bath DD Tv Lounge Kitchen Store room Servant quarter Car parking Neat and clean CDA TRANSFER Best Option For investors and end-users Best Option For Living Peaceful environment Near to Markaz school masjid park More options also available Get in touch with us today for more information and direct deal.,"Built in year: 2020, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_i-8_affordable_house_available_for_sale_in_i-8-53052580-174-1.html,"I-8, Islamabad",House,PKR20 Crore,6,1.2 Kanal,For Sale,9,3 months ago,"I-8, Islamabad, Islamabad Capital",Triple storey house is available for sale 9 Beds with attached baths DD TV LOUNGE kitchen store room servant room car parking stylish construction best option for living near markaz school masjid and community park best option for investors cda transfer More options available Get in touch with us today for more information and direct deal.,"Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 9, Bathrooms: 9, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_two_bedroom_apartment_for_sale_in_dha_phase_2_islamabad-53237266-9914-1.html,"Defence Residency, DHA Defence Phase 2",Flat,PKR76 Lakh,2,3.6 Marla,For Sale,2,5 months ago,"DHA Defence, Islamabad, Islamabad Capital","Defence Residency DHA-2 Islamabad Two Bedroom Apartment For sale Two Bedroom attach Bathroom, Tv lounge, Kitchen and Terrace. 4th floor Area 804 sq. ft. Price = 7700000/- All Kind Of Facilities Are Available Self Car Parking, Adjacent To Park Water Filtration Plant, Children Park, Shopping Center, Massive Security System, Gated Community, Backup Generator, 24 Hours Security. near Park, Punjab Cash And Carry, Giga Mall. 24 Hours Power Backup, Very Good Environment. Backup generators system Seating Area and Garden Area on roof for residents of building only. 24 hours CCTV Camera and surveillance. At a walking distance from Giga Mall. Directly connected with podium where you can enjoy club facilities. SALIENT FEATURES Spacious Entrance Lobby. 24/7 Water Supply System. Broadband & Internet Access. 24/7 Video Surveillance of Parking & Entrance Area From Each Apartment. 24 Hours Lift with Backup Generators. Reserve Car Parking. RFID System For Residents. Fire Fighting System / Security System Guard Room & 24/7 CC TV Camera Monitoring. Reception for Visitors & Guests. Emergency Exits. Maintenance Staff. Security Staff. For more information contact please on above written cell No.","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_views_two_bedroom_flat_for_sale_in_goldcrest_views_1_tower_d_near_giga_mall_world_trade_center_dha-2_islamabad-53231109-18358-1.html,"Goldcrest Views, DHA Defence Phase 2",Flat,PKR2.68 Crore,2,6.8 Marla,For Sale,2,3 months ago,"DHA Defence, Islamabad, Islamabad Capital","Goldcrest Views Is A Luxury Project Of Giga Group In DHA Phase 2 Islamabad Having World Class Amenities On Rooftop As Well As On Podium. Fastest Construction Work In Progress On Site Goldcrest Views-1 Tower D Two Bedroom Apartment Floor 9th Size 1532 sq. ft *Total price 26,810,000/-* *Upfront payment 13,000,000/-* Quarterly Installment = 1,096,000/- Possession end of 2027 *Model Apartment Can Be Visited At Giga Mall World Trade Center. *Margalla Facing Apartment. *Avail This Opportunity Before Its Too Late. Goldcrest Views Is Located At The Prime Address Of Downtown Giga. It Is A Centrally Connected Place On The Main G. T. Road. It S A Place Where The Best Health And Education Facilities Are Always Available. Plus, The Biggest Shopping Mall In Islamabad Giga Mall, And The Unique D-Mall Is Just A Walking Distance Away. Moreover, Its Strategic Location Is Easily Accessible From Rawalpindi As Well As Islamabad. This Is Because It Is Located In The Heart Of Twin Cities. *Goldcrest Views Islamabad Features* The Facilities Available To Each And Every Home Owner In Goldcrest Views Start From The Podium Level And Reach The Sky. So, Each And Every Home Owner Will Have Exclusive Access To Their Own Roof Top Facilities, With Expansive Views Of Margalla Hills. Some Of The Unmatchable Facilities Provided By This Project Are: *Rooftop Amenities* Swimming Pool, Children Play Areas, Juice Bar/Relaxation Lounge, Health Club, Gymnasium, Sauna/Steam Room, Shower Areas, Seating Area &Amp;Amp; Garden. *Podium Level* Mosque, Children Play Areas, Barbeque Area, Jogging/Walking Track, Water Bodies &Amp;Amp; Fountains, Daycare Center, Indoor Sports, Bakery/Library/Tuck Shop *Standard Features* Studio, 1, 2, 3, 4-Bed Luxury Apartments &Amp; Amp; Penthouses, Community Center, Power Backup, Covered Car Parking, 24-Hours CCTV Security And Surveillance, Fully Furnished Apartments (Optional), Prime Location Of DHA 2 Islamabad. For More Information Contact Please On Above Written Cell No.","Built in year: 2027, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 9, Floors in Building: 40, Elevators: 5, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms: 2, Bathrooms: 2, Kitchens: 1, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_views_two_bedroom_flat_for_sale_in_goldcrest_highlife_1_near_giga_mall_world_trade_center_dha-2_islamabad-53231250-18358-1.html,"Goldcrest Views, DHA Defence Phase 2",Flat,PKR1.25 Crore,2,6 Marla,For Sale,2,5 months ago,"DHA Defence, Islamabad, Islamabad Capital","Luxury Apartment In Prime Location In DHA Phase 2 Islamabad. Goldcrest Highlife-1 Two Bedroom Apartment Floor 26th Area 1353 Sq. Ft Total Price Rs. = 12,500,000/- Upfront payment = 10,200,000/- Quarterly Installment = 325,000/- Grey Structure 100%Complete Possession In 2027 Highly recommended for investment also for Good ROI Goldcrest Highlife Is Another Mega Project By The World Renown Giga Group. This Project Is Being Developed 1 Km Inwards From The Main GT Road And Giga Mall In Sector A, DHA 2, Islamabad. Goldcrest Highlife Is A Real Estate Luxurious Investment And Lifestyle Project, With Standout Features. This Project Is Launched And Developed By Giga Group In The Heart Of Sector A, DHA Phase-II Islamabad. Goldcrest Highlife Offers Striking Architecture, World-Class Amenities, And Breathtaking Views. Each Unit Offers Breathtaking Views With Matchless Interior Finishes And Thoughtful Details With Only The Finest Materials Used In The Development, Offering A Unique And Unheard-Of Luxury Experience For The First Time In Pakistan. All The World-Class Features And Facilities Are Available In Goldcrest Highlife. The Rooftop Facilities Of Goldcrest Highlife Include Kids Playing Areas, Gyms, Gardens, Swimming Pools, Relaxation Areas, Health Clubs, And Sitting Areas. The BBQ Areas, Jogging Walking Tracks, Sitting Areas, A Mosque, And Fountains Are Also Available On The Rooftop For The Owners Of The Residential Units. Rooftop Amenities Infinity Swimming Pool, Relaxation Lounge, Juice Bar, Health Club, Gymnasium, Seating Area &Amp; Garden. Podium Level Mosque, Children Play Areas, Barbeque Area, Jogging Track, Water Bodies &Amp; Fountains, Garden. Standard Features 1, 2, 3-Bed Apartments, Community Center, Power Backup, Covered Car Parking, 24-Hours CCTV Security And Surveillance, Fully Furnished Apartments (Optional), Prime Location Of DHA 2 Islamabad. For More Information Contact Please On Above Written Cell No.","Built in year: 2027, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 26, Floors in Building: 34, Elevators: 5, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms: 2, Bathrooms: 2, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_views_three_bedroom_flat_for_sale_in_goldcrest_views_1_tower_b_near_giga_mall_world_trade_center_dha-2_islamabad-53235009-18358-1.html,"Goldcrest Views, DHA Defence Phase 2",Flat,PKR2.94 Crore,3,7.3 Marla,For Sale,3,3 months ago,"DHA Defence, Islamabad, Islamabad Capital","Goldcrest Views Is A Luxury Project Of Giga Group In DHA Phase 2 Islamabad Having World Class Amenities On Rooftop As Well As On Podium. Fastest Construction Work In Progress On Site Goldcrest Views-1 Tower B Three Bedroom Apartment Floor 24th Size 1635 sq. ft *Total price 29,430,000/-* *Upfront payment 17,700,000/-* Possession end of 2027 *Model Apartment Can Be Visited At Giga Mall World Trade Center. *Margalla Facing Apartment. *Avail This Opportunity Before Its Too Late. Goldcrest Views Is Located At The Prime Address Of Downtown Giga. It Is A Centrally Connected Place On The Main G. T. Road. It S A Place Where The Best Health And Education Facilities Are Always Available. Plus, The Biggest Shopping Mall In Islamabad Giga Mall, And The Unique D-Mall Is Just A Walking Distance Away. Moreover, Its Strategic Location Is Easily Accessible From Rawalpindi As Well As Islamabad. This Is Because It Is Located In The Heart Of Twin Cities. *Goldcrest Views Islamabad Features* The Facilities Available To Each And Every Home Owner In Goldcrest Views Start From The Podium Level And Reach The Sky. So, Each And Every Home Owner Will Have Exclusive Access To Their Own Roof Top Facilities, With Expansive Views Of Margalla Hills. Some Of The Unmatchable Facilities Provided By This Project Are: *Rooftop Amenities* Swimming Pool, Children Play Areas, Juice Bar/Relaxation Lounge, Health Club, Gymnasium, Sauna/Steam Room, Shower Areas, Seating Area &Amp;Amp; Garden. *Podium Level* Mosque, Children Play Areas, Barbeque Area, Jogging/Walking Track, Water Bodies &Amp;Amp; Fountains, Daycare Center, Indoor Sports, Bakery/Library/Tuck Shop *Standard Features* Studio, 1, 2, 3, 4-Bed Luxury Apartments &Amp; Amp; Penthouses, Community Center, Power Backup, Covered Car Parking, 24-Hours CCTV Security And Surveillance, Fully Furnished Apartments (Optional), Prime Location Of DHA 2 Islamabad. For More Information Contact Please On Above Written Cell No.","Built in year: 2027, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 24, Floors in Building: 40, Elevators: 5, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms: 3, Bathrooms: 3, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/park_view_city_park_view_-_block_b_park_view_city_islamabad_b_block_the_prime_location_of_islamabad_spanish_house_available_for_sale-52869715-16862-1.html,"Park View - Block B, Park View City",House,PKR2.9 Crore,4,5 Marla,For Sale,3,5 months ago,"Park View City, Islamabad, Islamabad Capital","PARK VIEW CITY ISLAMABAD B BLOCK 5 MARLA SPANISH VILLA AVAILABLE FOR SALE CONTACT US FURTHER MORE BLOCKES: With new developments on the rise in Islamabad you can definitely find what you're looking for. Options for 5 Marla properties may be limited, so book yours while it is available. Park View - Block B seems to be an in-demand location as all the buyers and investors are eyeing it. Not many properties are priced Rs. 29000000. So, it's better to grab the offer, before someone else does. We offer you just the right House to purchase. Centrally located house for sale don't come easily, so don't miss this chance. A few highlighting features of the property are as follows. The House features state-of-the-art amenities for the differently-abled. 24/7 waste disposal services ensures the society looks and feels clean. Having a separate dining room in the House makes meal time more fun. Your kids can play to their heart's content in the play area adjoining the property. Still confused? No worries. Grab the phone and contact us to have all your doubts cleared. Double glazed windows in the House come with several benefits. Kids can freely play at the garden near the House. You can request information using our contact form.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_10marla_5bedrooms_brand_new_designer_house_available_for_sale_in_bahria_enclave_islamabad_sector_c_1-53082644-1705-1.html,"Bahria Enclave, Bahria Town",House,PKR6 Crore,5,10 Marla,For Sale,5,23 hours ago,"Bahria Town, Islamabad, Islamabad Capital",Luxury Interior & Excellent Elevation 10 marla 5 bedrooms Brand New House For Sale In Bahria Enclave Islamabad Sector C1 Newly Constructed At A Very Peaceful Location Excellent Woodwork Quality Fitting And Stylish One Kitchen Near To Masjid Park School Hospital Commercial Market Best Area For Living Beautiful Terrace View This House Features 5 Spacious Bedrooms 5 Luxury Bathrooms Tv Lounges Drawing Dining 1 Servant Room With Attached Bathroom Entrance Lobby With Stairs Parking Space 3 Cars We Are Dealing In Sale Purchase Investment In Bahria Enclave &Amp;Margalla Enclave DHA Islamabad For More Information And Visit Contact Us Muhammad Sohail,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",Lawn or Garden,,,
https://www.zameen.com/Property/islamabad_h-13_brand_new_house-52974001-1039-1.html,"H-13, Islamabad",House,PKR2.2 Crore,3,5 Marla,For Sale,3,3 months ago,"H-13, Islamabad, Islamabad Capital",1.5 story Brand new house 3 bed rooms attached washrooms Tv lounge drawing room Brand new paris city F block,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,,,
https://www.zameen.com/Property/i_10_i-10_1_st_92_house_for_sale-53106766-3420-1.html,"I-10/1, I-10",House,PKR3.25 Crore,2,5 Marla,For Sale,3,4 months ago,"I-10, Islamabad, Islamabad Capital",2 electric meter 2 gas meter water supply,Parking Spaces: 1,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 3, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 2",,,,
https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_dha_homes_available_fo_sale_main_boulevard_road_5_south_face-53340401-3213-1.html,"DHA Valley - Oleander Sector, DHA Valley",House,PKR1.48 Crore,3,8 Marla,For Sale,3,5 months ago,"DHA Defence, Islamabad, Islamabad Capital",DHA Homes available for sale Main boulevard Road Near to masjid south face Front open,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_valley_lilly_sector_lilly_sector_-_dha_homes_05_marla_home_available_for_sale_in_dha_homes_lilly_a-53347752-16826-1.html,"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",House,PKR80 Lakh,2,5 Marla,For Sale,2,4 months ago,"DHA Defence, Islamabad, Islamabad Capital",05 Marla Home available for sale sale Near to Masjid Near to market Near to askari bank,"Built in year: 2020, Parking Spaces: 1, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 1",,,,,"Bedrooms: 2, Bathrooms: 2, Drawing Room, Kitchens: 1, Laundry Room",,,,
https://www.zameen.com/Property/dha_phase_5_sector_h_askari_heights_4_10_marla_3_bed_flat_for_sale_in_heights_4_dha_5-48322811-21450-1.html,"Askari Heights 4, DHA Phase 5 - Sector H",Flat,PKR3.05 Crore,4,10 Marla,For Sale,3,4 weeks ago,"DHA Defence, Islamabad, Islamabad Capital",Newly Constructed Flat For Sale In DHA 5 Askari Heights 4 Ideal Location Best Option For Leaving Further Information Please Contact Us ESTATE INVESTMENT Office Main Cal Tex Road Rawalpindi. Registered and Authorized Dealer of Army Housing Directorate GHQ Rawalpindi And DHA Islamabad.,"Built in year: 2023, Parking Spaces: 3, Double Glazed Windows, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_apartment_available_for_sale-53343267-3115-1.html,"MPCHS - Multi Gardens, B-17",Flat,PKR38 Lakh,1,1.6 Marla,For Sale,1,4 months ago,"B-17, Islamabad, Islamabad Capital",B1 Markaz Islamabad Arcade 3rd Floor Builder Transfer Lift Not Available 25k Unfurnished Rental Value 40k Furnished Rental Value,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_10_marla_elegant_brand-new_double_unit_house_for_sale_in_soan_garden_isb-50431304-3498-1.html,"Soan Garden - Block H, Soan Garden",House,PKR4.2 Crore,6,10 Marla,For Sale,6,4 weeks ago,"Soan Garden, Islamabad, Islamabad Capital","Prime Location House, 10 Marla 35x65ft For sale in SOAN GARDEN, Islamabad Pakistan Accommodations: - 6 Bed - 6 Bath - Drawing and Dining - 2 x Kitchen - 2 x TV lounges - Inner terrace - 2 Car Parking Garage Space - Classical Style house - Designer House - Inner terrace","Built in year: 2024, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features",Broadband Internet Access,"Community Lawn or Garden, Kids Play Area, Barbeque Area, Mosque","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room",Lawn or Garden,,,
https://www.zameen.com/Property/gulberg_gulberg_greens_brand_new_7-marla_designer_house_4-bed_2-kitchen_gulberg_green-53184524-8312-1.html,"Gulberg Greens, Gulberg",House,PKR4 Crore,5,7 Marla,For Sale,4,4 months ago,"Gulberg, Islamabad, Islamabad Capital","7-Marla Brand New Modern House for Sale Gulberg Green Islamabad Property Details: Size: 7-Marla Bedrooms: 4 Spacious Bedrooms Kitchens: 2 Modern Kitchens Washrooms: Stylish, attached & tiled Elevation: Contemporary & Beautiful Design Location: Prime Location in Gulberg Green Key Highlights: Brand new construction with modern architecture Wide open spaces with ideal surrounding Peaceful & secured environment Beautiful finishing with quality fittings Excellent natural light & ventilation 3 To 4 - Options - in Area also available Plot Choices Pictures not Original for Original Picture and visit Contact with UR Property About Gulberg Green Society: Gated & secured community Wide roads & lush green surroundings Peaceful and family-friendly atmosphere Beautiful location with easy access to main areas of Islamabad Perfect choice for living or investment in Gulberg Green.","Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
